정보,230
공간,165
데이터,134
디지털,126
국토,125
으로,120
사업,109
구축,90
트윈,85
표준,83
에서,76
국가,74
활용,67
기술,66
한국,65
공사,61
지원,59
도시,58
교통부,55
분야,54
위한,51
개발,48
협력,45
기반,45
밝혔,42
통해,42
한다,42
스마트,40
계획,40
바이오,40
정책,39
서울,38
추진,36
위해,36
관리,35
도로,35
개최,34
도록,34
면서,34
통합,33
서비스,32
부터,30
장관,30
국제,29
산업,29
연구,28
주제,27
기관,27
기업,27
분석,27
서울시,27
붙임,27
확대,26
시티,26
미래,26
참여,25
이번,25
강화,25
라고,24
필요,24
정부,24
모빌리티,24
사장,23
된다,22
국민,22
도로망,22
운영,21
교통,21
플랫,21
제공,21
수립,21
토론회,21
까지,20
체계,20
실증,20
해외,20
청년,20
과제,19
김정렬,19
다양,18
발표,18
혁신,18
전문가,17
전주,17
총회,17
위원회,17
센터,17
우리,17
관련,17
인프라,17
은행,17
시범,16
차원,16
마련,16
인공지능,16
단계,16
선정,16
세계,16
공공,16
국내,15
행정,15
지명,15
토지,15
규모,15
의원,15
보안,15
공유,14
포럼,14
업무,14
지속,14
문제,14
회장,14
라오스,14
기대,13
가능,13
대한,13
대상,13
협약,13
상호,13
결정,13
확보,13
경제,13
해결,13
의료,13
시민,13
피해,13
학회,13
원희룡,12
적극,12
예정,12
계기,12
지자체,12
개정,12
민간,12
시대,12
시스템,12
확산,11
한다고,11
캠프,11
진행,11
지도,11
취업,11
시장,11
재난,11
체결,11
과학,11
성장,11
공모,11
참석,11
조사,11
발전,11
토대,11
재단,11
개방,11
강대식,11
도로대장,11
함께,10
지리,10
주관,10
관심,10
통한,10
구현,10
전문,10
주요,10
글로벌,10
예비,10
가운데,10
공개,10
성과,9
프로그램,9
주최,9
자원,9
신청,9
특성,9
역량,9
전국,9
연계,9
창업,9
정보원,9
개선,9
시행,9
방안,9
평가,9
공무원,9
보유,9
대비,9
연구원,9
핵심,9
라면서,9
뱅크,9
협업,8
프로젝트,8
드림,8
모집,8
발굴,8
향후,8
효율,8
실현,8
모델,8
복지,8
생산,8
종합,8
거쳐,8
이나,8
시간,8
나가,8
인도네시아,8
항공,8
활성,8
타당,8
경험,8
올해,8
초청,8
전략,8
부산시,8
보건,8
예방,8
대표,8
개인,8
국회,8
팀장,8
교수,8
완성,8
기구,7
비롯,7
연결,7
구성,7
으며,7
흥원,7
시립,7
대학교,7
공동,7
안전,7
박건수,7
시키,7
또한,7
경상북도,7
노력,7
부동산,7
적용,7
따라,7
강조,7
시작,7
역할,7
설립,7
병역,7
목적,7
본부,7
본격,7
박물관,7
이날,7
다는,7
려면,7
실장,7
만큼,7
연수,7
도로법,7
임상,7
총괄,7
일간,6
일반인,6
의장,6
심사,6
아니,6
교육,6
수집,6
학생,6
희망,6
경북,6
경쟁력,6
교류,6
측량업,6
자산,6
카타르,6
면담,6
나라,6
최신,6
복합,6
기본,6
의견,6
자율,6
대한민국,6
네트워크,6
주택,6
기여,6
면탈,6
품목,6
선도,6
더불,6
국장,6
헬스,6
기간,6
사례,6
천연자원,6
환경부,6
중요,6
국회의원,6
한다는,6
유전체,6
건강,6
질환,6
지밀,5
회의,5
최초,5
이용,5
드론,5
제작,5
소개,5
원장,5
최선,5
규제,5
등록,5
공부,5
접수,5
이상,5
관한,5
편의,5
부산,5
수요,5
첨단,5
양국,5
전달,5
언급,5
높이,5
시뮬레이션,5
사회,5
부처,5
투자,5
진출,5
논의,5
시켜,5
우크라,5
반영,5
지난,5
이후,5
향상,5
네이버,5
검색,5
소비자,5
견인,5
세대,5
상공,5
금융,5
오흥운,5
남두희,5
강당,5
김기현,5
민주당,5
인천광역시,5
건설,5
토론,5
고견,5
의의,5
주행,5
비용,5
감사패,5
민홍철,5
해야,5
중심,5
박형준,5
통신부,5
질병,5
영국,5
검체,5
